,Name,LDate,Span,Perigee,Apogee,Inc,cospar id,mass(kg),length(m),height(m),depth(m),Unused,Days,OwnerF,StateF,ManufacturerF,BusF,OpOrbitF,shapeF
15472,Iridium Next SV136,2017-10-09,9.4,609.0,626.0,86.68,2017-061H,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15473,Iridium Next SV139,2017-10-09,9.4,609.0,626.0,86.68,2017-061J,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15474,Iridium Next SV125,2017-10-09,9.4,609.0,626.0,86.68,2017-061K,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15475,Michibiki-4,2017-10-09,25.3,32634.0,38933.0,40.45,2017-062A,4020.0,2.9,6.2,25.3,False,,817,10,123,833,13,119
15477,Intelsat IS-37e,2017-09-29,44.0,35775.0,35795.0,0.02,2017-059A,6538.0,3.2,7.9,44.0,False,,517,0,286,872,16,119
15479,SES-11,2017-10-11,35.0,35640.0,35928.0,0.07,2017-063A,5300.0,3.3,7.0,35.0,False,,515,2,330,710,16,119
15480,Sentinel-5P,2017-10-13,7.0,816.0,819.0,98.72,2017-064A,817.8,2.0,2.7,7.0,False,,727,78,661,1049,10,125
15482,Progress MS-07,2017-10-14,7.9,306.0,337.0,51.64,2017-065A,7428.0,2.7,7.9,7.9,True,2.4611111111111112,98,30,236,439,1,234
15484,USA 279,2017-10-15,35.0,16380.0,35799.0,8.14,2017-066A,5600.0,3.0,6.0,35.0,False,,297,0,286,1050,4,168
15485,KestrelEye IIM,2017-08-14,1.0,400.0,407.0,51.64,1998-067NE,45.0,0.4,1.0,1.0,False,,535,0,662,1051,1,23
15486,SIMPL,2015-12-06,0.3,400.0,407.0,51.64,1998-067NF,50.0,0.3,0.3,0.3,True,,838,0,663,1052,1,23
15487,Kosmos-2523,2017-06-23,0.4,554.0,663.0,97.88,2017-037E,50.0,0.5,0.5,0.5,True,,378,30,664,1053,10,23
15488,SkySat C11,2017-10-31,0.5,500.0,528.0,97.35,2017-068A,110.0,0.5,1.2,0.5,False,,839,0,185,1008,12,23
15490,Mugunghwa 5A,2017-10-30,38.0,19609.0,50185.0,4.16,2017-067A,3700.0,2.5,5.0,38.0,False,,794,31,379,789,11,119
15491,SkySat C10,2017-10-31,0.5,500.0,528.0,97.35,2017-068B,110.0,0.5,1.2,0.5,False,,839,0,185,1008,12,23
15492,SkySat C9,2017-10-31,0.5,500.0,528.0,97.35,2017-068C,110.0,0.5,1.2,0.5,False,,839,0,185,1008,12,23
15493,SkySat C8,2017-10-31,0.5,500.0,527.0,97.35,2017-068D,110.0,0.5,1.2,0.5,False,,839,0,185,1008,12,23
15494,SkySat C7,2017-10-31,0.5,500.0,527.0,97.35,2017-068E,110.0,0.5,1.2,0.5,False,,839,0,185,1008,12,23
15495,SkySat C6,2017-10-31,0.5,500.0,527.0,97.35,2017-068F,110.0,0.5,1.2,0.5,False,,839,0,185,1008,12,23
15496,Flock 3m-1,2017-10-31,0.3,499.0,524.0,97.34,2017-068J,5.0,0.1,0.3,0.3,True,,648,0,506,701,12,119
15497,Flock 3m-3 (POD-1),2017-10-31,0.3,499.0,523.0,97.34,2017-068K,5.0,0.1,0.3,0.3,True,,648,0,506,701,12,119
15498,Flock 3m-4,2017-10-31,0.3,499.0,522.0,97.36,2017-068L,5.0,0.1,0.3,0.3,False,,648,0,506,701,12,119
15499,Flock 3m-2,2017-10-31,0.3,500.0,520.0,97.35,2017-068M,5.0,0.1,0.3,0.3,False,,648,0,506,701,12,119
15503,Beidou DW 24,2017-11-05,10.0,21507.0,21548.0,55.02,2017-069A,1014.0,1.7,2.2,10.0,False,,360,11,84,980,4,119
15504,Beidou DW 25,2017-11-05,10.0,21508.0,21547.0,55.02,2017-069B,1014.0,1.7,2.2,10.0,False,,360,11,84,980,4,119
15507,Mohammed VI-A,2017-11-08,8.0,636.0,638.0,97.96,2017-070A,1110.0,2.0,4.0,8.0,False,,840,51,276,866,10,125
15509,SS Gene Cernan,2017-11-12,10.5,198.0,316.0,51.59,2017-071A,7000.0,2.9,6.4,10.5,True,2.4194444444444443,609,0,305,995,1,20
15511,Feng Yun 3D,2017-11-14,10.0,803.0,812.0,98.66,2017-072A,2450.0,2.0,4.4,10.0,False,,173,11,167,788,10,119
15512,HEAD-1,2017-11-14,2.0,796.0,809.0,98.65,2017-072B,45.0,0.2,0.5,2.0,False,,841,11,665,1054,10,119
15514,MakerSat-0,2017-11-18,0.1,454.0,818.0,97.69,2017-073D,1.0,0.1,0.1,0.1,True,,842,0,666,699,10,23
15515,NOAA-20,2017-11-18,10.0,817.0,820.0,98.71,2017-073A,2220.0,1.4,3.6,10.0,False,,555,0,14,599,10,131
15516,Buccaneer-RMM,2017-11-18,3.2,459.0,819.0,97.69,2017-073B,4.0,0.1,0.3,3.2,False,,843,7,667,701,10,158
15517,MiRaTA,2017-11-18,0.3,455.0,818.0,97.69,2017-073C,4.0,0.1,0.3,0.3,True,,844,0,285,701,10,119
15518,RadFxSat,2017-11-18,0.1,454.0,818.0,97.69,2017-073E,1.0,0.1,0.1,0.1,False,,845,0,668,699,10,23
15519,EagleSat,2017-11-18,0.1,454.0,818.0,97.69,2017-073F,1.0,0.1,0.1,0.1,True,,846,0,669,699,10,23
15520,EcAMSat,2017-11-12,0.3,397.0,408.0,51.65,1998-067NG,10.0,0.1,0.36,0.36,False,,44,0,395,950,1,23
15521,ASTERIA,2017-08-14,0.3,400.0,405.0,51.64,1998-067NH,12.0,0.2,0.3,0.3,True,984.0,847,0,5,950,1,23
15522,Dellingr,2017-08-14,0.3,401.0,404.0,51.64,1998-067NJ,12.0,0.2,0.3,0.3,False,,2,0,22,950,1,23
15523,Jilin-1 Shipin 6,2017-11-21,1.5,531.0,545.0,97.54,2017-074C,95.0,1.0,1.5,1.5,False,,743,11,582,991,12,23
15525,TechEdSat-6,2017-11-12,0.8,397.0,406.0,51.65,1998-067NK,4.0,0.1,0.3,0.8,True,,590,0,395,701,1,248
15526,OSIRIS-3U,2017-08-14,0.3,394.0,409.0,51.65,1998-067NL,4.0,0.1,0.3,0.3,True,,848,0,670,701,1,23
15527,Jilin-1 Shipin 4,2017-11-21,1.5,532.0,545.0,97.54,2017-074A,95.0,1.0,1.5,1.5,False,,743,11,582,991,12,23
15528,Jilin-1 Shipin 5,2017-11-21,1.5,531.0,545.0,97.54,2017-074B,95.0,1.0,1.5,1.5,False,,743,11,582,991,12,23
15529,Yaogan 30 hao 02 zu 01 xing,2017-11-24,1.0,590.0,603.0,35.0,2017-075A,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15530,Yaogan 30 hao 02 zu 02 xing,2017-11-24,1.0,589.0,603.0,35.0,2017-075B,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15531,Yaogan 30 hao 02 zu 03 xing,2017-11-24,1.0,589.0,603.0,35.0,2017-075C,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15533,Kosmos-2524,2017-12-02,6.3,244.0,899.0,67.14,2017-076A,7000.0,2.7,6.3,6.3,False,,378,30,406,818,1,20
15535,Ludi Kancha Weixing yi hao,2017-12-03,10.0,489.0,502.0,97.46,2017-077A,1000.0,1.5,2.0,10.0,False,,849,11,265,1055,12,125
15540,Alcomsat 1,2017-12-10,30.0,35774.0,35799.0,0.02,2017-078A,5200.0,2.5,5.0,30.0,False,,396,52,84,763,16,119
15542,Lemur-2-YongLin,2017-11-12,0.3,450.0,452.0,51.64,2017-071J,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15543,Lemur-2-Kevin,2017-11-12,0.3,450.0,456.0,51.64,2017-071K,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15544,CHEFsat,2017-11-12,0.3,437.0,469.0,51.63,2017-071H,5.0,0.1,0.3,0.3,False,,24,0,19,701,1,131
15545,Aerocube 7B,2017-11-12,0.2,449.0,456.0,51.64,2017-071F,2.0,0.1,0.2,0.2,False,,466,0,271,838,1,23
15546,Aerocube 7C,2017-11-12,0.2,449.0,454.0,51.64,2017-071G,2.0,0.1,0.2,0.2,False,,466,0,271,838,1,23
15547,Lemur-2-BrianDavie,2017-11-12,0.3,449.0,454.0,51.64,2017-071L,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15548,Lemur-2-RomaCoste,2017-11-12,0.3,451.0,455.0,51.64,2017-071M,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15549,PropCube Fauna,2017-11-12,0.1,451.0,455.0,51.64,2017-071R,1.0,0.1,0.1,0.1,False,,311,0,585,699,1,23
15550,Asgardia 1,2017-11-12,0.2,451.0,454.0,51.64,2017-071N,3.0,0.1,0.2,0.2,True,,850,69,565,749,1,23
15551,ISARA,2017-11-12,0.6,450.0,454.0,51.64,2017-071P,5.0,0.1,0.3,0.6,False,,8,0,5,701,1,131
15552,Lemur-2-RocketJonah,2017-11-12,0.3,451.0,454.0,51.64,2017-071E,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15553,Lemur-2-Liu-Poh-Chun,2017-11-12,0.3,451.0,454.0,51.64,2017-071T,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15554,Lemur-2-McCullagh,2017-11-12,0.3,451.0,454.0,51.64,2017-071Q,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15555,Lemur-2-Dunlop,2017-11-12,0.3,451.0,453.0,51.64,2017-071S,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15556,GalileoSat-20,2017-12-12,14.7,23211.0,23232.0,56.95,2017-079B,715.0,1.1,2.5,14.67,False,,701,78,209,442,4,119
15557,GalileoSat-21,2017-12-12,14.7,23077.0,23091.0,56.97,2017-079C,715.0,1.1,2.5,14.67,False,,701,78,209,442,4,119
15558,GalileoSat-22,2017-12-12,14.7,23152.0,23158.0,56.95,2017-079D,715.0,1.1,2.5,14.67,False,,701,78,209,442,4,119
15560,GalileoSat-19,2017-12-12,14.7,23217.0,23226.0,56.94,2017-079A,715.0,1.1,2.5,14.67,False,,701,78,209,442,4,119
15561,Dragon CRS-13,2017-12-15,16.5,303.0,464.0,51.76,2017-080A,10600.0,3.7,5.3,16.5,True,2.45625,524,0,412,830,1,237
15565,Soyuz MS-07,2017-12-17,10.6,254.0,262.0,51.64,2017-081A,7220.0,2.7,7.9,10.6,True,2.3604166666666666,98,30,107,1019,1,70
15566,Iridium Next SV116,2017-12-23,9.4,611.0,627.0,86.69,2017-083C,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15567,Iridium Next SV130,2017-12-23,9.4,611.0,626.0,86.69,2017-083D,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15568,Iridium Next SV137,2017-12-23,9.4,609.0,626.0,86.69,2017-083G,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15569,Iridium Next SV141,2017-12-23,9.4,609.0,625.0,86.69,2017-083H,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15570,Iridium Next SV153,2017-12-23,9.4,609.0,625.0,86.69,2017-083J,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15571,Iridium Next SV131,2017-12-23,9.4,611.0,626.0,86.69,2017-083K,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15572,Ludi Kancha Weixing er hao,2017-12-23,10.0,489.0,502.0,97.46,2017-084A,1000.0,1.5,2.0,10.0,False,,849,11,265,1055,12,125
15573,Shikisai,2017-12-23,16.5,790.0,793.0,98.7,2017-082A,2093.0,2.5,4.6,16.5,False,,436,10,554,876,10,168
15574,Tsubame,2017-12-23,5.2,457.0,628.0,98.32,2017-082B,400.0,0.9,2.5,5.2,True,,436,10,123,1056,12,119
15577,Iridium Next SV135,2017-12-23,9.4,610.0,626.0,86.69,2017-083A,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15578,Iridium Next SV138,2017-12-23,9.4,609.0,626.0,86.69,2017-083B,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15579,Iridium Next SV134,2017-12-23,9.4,610.0,626.0,86.69,2017-083F,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15580,Iridium Next SV151,2017-12-23,9.4,609.0,625.0,86.69,2017-083E,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15581,Yaogan 30 hao 03 zu 01 xing,2017-12-25,1.0,590.0,602.0,35.0,2017-085A,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15582,Yaogan 30 hao 03 zu 02 xing,2017-12-25,1.0,590.0,602.0,35.0,2017-085B,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15583,Yaogan 30 hao 03 zu 03 xing,2017-12-25,1.0,591.0,602.0,35.0,2017-085C,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15591,Angosat 1,2017-12-26,12.0,35972.0,36105.0,0.18,2017-086A,1647.0,2.0,2.0,12.0,True,,851,88,107,603,18,119
15592,USA 280,2018-01-08,10.0,,,,2018-001A,11000.0,3.0,5.0,10.0,True,,297,0,329,1057,0,23
15594,GaoJing yi hao 03 xing,2018-01-09,4.0,517.0,536.0,97.58,2018-002A,600.0,1.5,2.0,4.0,False,,787,11,260,1030,12,119
15595,GaoJing yi hao 04 xing,2018-01-09,4.0,515.0,535.0,97.58,2018-002B,600.0,1.5,2.0,4.0,False,,787,11,260,1030,12,119
15600,Beidou DW 26,2018-01-11,10.0,21514.0,21541.0,55.03,2018-003A,1014.0,1.7,2.2,10.0,False,,360,11,327,1058,4,119
15601,Beidou DW 27,2018-01-11,10.0,21516.0,21539.0,55.02,2018-003B,1014.0,1.7,2.2,10.0,False,,360,11,327,1058,4,119
15604,Cartosat-2 Series Satellite,2018-01-12,8.0,495.0,510.0,97.56,2018-004A,712.0,2.0,3.5,8.0,False,,109,14,117,768,12,130
15606,LEO Vantage 1,2018-01-12,1.0,494.0,506.0,97.56,2018-004C,100.0,0.7,0.7,1.0,False,,852,3,172,1059,12,191
15607,ICEYE-X1,2018-01-12,1.5,494.0,506.0,97.56,2018-004D,70.0,0.6,0.8,1.5,True,,853,83,671,1060,12,131
15608,VividX2,2018-01-12,1.0,493.0,505.0,97.56,2018-004E,100.0,0.6,1.0,1.0,False,,854,2,571,979,12,154
15609,INS-1C,2018-01-12,0.7,495.0,508.0,97.56,2018-004F,11.0,0.217,0.245,0.7,False,,109,14,117,1034,12,119
15610,Microsat-TD,2018-01-12,0.6,327.0,368.0,97.22,2018-004T,120.0,0.6,0.6,0.6,False,1050.0,855,14,117,845,12,23
15616,AMSAT AO-92,2018-01-12,0.1,494.0,507.0,97.56,2018-004AC,1.0,0.1,0.1,0.1,False,,91,0,98,699,12,23
15617,STEP Cube Lab,2018-01-12,0.1,492.0,506.0,97.56,2018-004AD,1.0,0.1,0.1,0.1,False,,856,31,672,699,12,23
15618,SpaceBEE 4,2018-01-12,0.9,493.0,505.0,97.56,2018-004AE,0.377,0.1,0.025,0.9,False,,857,0,673,1061,12,226
15619,SpaceBEE 3,2018-01-12,0.9,493.0,505.0,97.56,2018-004AF,0.313,0.1,0.025,0.9,False,,857,0,673,1061,12,226
15620,SpaceBEE 2,2018-01-12,0.9,493.0,505.0,97.56,2018-004AG,0.298,0.1,0.025,0.9,False,,857,0,673,1061,12,226
15621,SpaceBEE 1,2018-01-12,0.9,493.0,505.0,97.56,2018-004AH,0.284,0.1,0.025,0.9,False,,857,0,673,1061,12,226
15622,CICERO-7,2018-01-12,0.6,493.0,504.0,97.56,2018-004AJ,10.0,0.2,0.3,0.6,False,,826,0,585,950,12,119
15623,GEOSTARE,2018-01-12,0.3,493.0,504.0,97.56,2018-004AK,4.0,0.1,0.3,0.3,False,,858,0,585,701,12,23
15624,CORVUS BC3,2018-01-12,0.4,496.0,502.0,97.55,2018-004H,10.0,0.2,0.3,0.4,False,,859,0,674,950,12,119
15626,Flock 3p'-3,2018-01-12,0.3,495.0,501.0,97.56,2018-004J,4.7,0.1,0.3,0.3,False,,648,0,506,701,12,119
15627,Flock 3p'-2,2018-01-12,0.3,493.0,504.0,97.56,2018-004K,4.7,0.1,0.3,0.3,False,,648,0,506,701,12,119
15628,Flock 3p'-1,2018-01-12,0.3,493.0,504.0,97.56,2018-004L,4.7,0.1,0.3,0.3,True,,648,0,506,701,12,119
15629,Flock 3p'-4,2018-01-12,0.3,492.0,504.0,97.55,2018-004M,4.7,0.1,0.3,0.3,False,,648,0,506,701,12,119
15630,Lemur-2-McCafferty,2018-01-12,0.3,493.0,504.0,97.56,2018-004N,4.0,0.1,0.3,0.3,False,,741,0,580,701,12,23
15631,Lemur-2-PeterWebster,2018-01-12,0.3,493.0,504.0,97.56,2018-004P,4.0,0.1,0.3,0.3,False,,741,0,580,701,12,23
15632,Lemur-2-BrownCow,2018-01-12,0.3,493.0,504.0,97.56,2018-004Q,4.0,0.1,0.3,0.3,False,,741,0,580,701,12,23
15633,Lemur-2-DaveWilson,2018-01-12,0.3,495.0,502.0,97.56,2018-004R,4.0,0.1,0.3,0.3,False,,741,0,580,701,12,23
15634,Papillon,2018-01-12,2.8,493.0,506.0,97.55,2018-004Y,4.0,0.1,0.3,2.8,True,,860,31,675,701,12,139
15635,Arkyd-6A,2018-01-12,0.5,493.0,505.0,97.56,2018-004V,10.0,0.2,0.3,0.5,False,,731,0,573,950,12,119
15636,MicroMAS-2A,2018-01-12,0.6,493.0,505.0,97.56,2018-004W,5.0,0.1,0.3,0.3,False,,720,0,566,701,12,23
15637,PICSAT,2018-01-12,0.3,494.0,505.0,97.56,2018-004X,3.8,0.1,0.3,0.6,True,,861,6,676,701,12,92
15638,DemoSat-2,2018-01-12,0.3,494.0,505.0,97.56,2018-004S,4.0,0.1,0.3,0.3,False,,862,0,677,701,12,23
15639,KHUSAT-3,2018-01-12,0.5,493.0,506.0,97.56,2018-004Z,4.0,0.1,0.3,0.5,True,,645,31,678,701,12,173
15640,KAUSAT-5,2018-01-12,0.3,493.0,506.0,97.56,2018-004AA,4.0,0.1,0.3,0.3,True,,863,31,679,701,12,23
15641,Ludi Kancha Weixing san hao,2018-01-13,10.0,488.0,503.0,97.34,2018-006A,1000.0,1.5,2.0,10.0,False,,849,11,265,1055,12,125
15644,ASNARO-2,2018-01-17,3.5,493.0,505.0,97.38,2018-007A,570.0,2.5,3.5,3.5,False,,421,10,554,961,12,132
15645,Hunan xiangjian xinqu hao,2018-01-19,0.3,527.0,547.0,97.55,2018-008A,8.0,0.2,0.3,0.3,False,,779,11,615,950,12,23
15646,Deqing-1,2018-01-19,1.5,523.0,547.0,97.54,2018-008E,95.0,1.0,1.5,1.5,False,,864,11,680,991,12,23
15647,Jilin-1 Lingye-2,2018-01-19,1.5,527.0,546.0,97.54,2018-008F,95.0,1.0,1.5,1.5,False,,743,11,680,991,12,23
15648,Quan Tu Tong 1,2018-01-19,0.3,528.0,546.0,97.54,2018-008D,8.0,0.2,0.3,0.3,False,,865,11,615,950,12,23
15649,KIPP,2018-01-19,0.3,528.0,547.0,97.54,2018-008C,3.0,0.1,0.3,0.3,False,,866,3,552,701,12,119
15650,Huai'an hao Enlai xing,2018-01-19,0.2,529.0,547.0,97.54,2018-008B,2.0,0.1,0.2,0.2,False,,867,11,681,749,12,23
15651,Humanity Star,2018-01-21,1.0,295.0,530.0,82.92,2018-010F,8.0,1.0,1.0,1.0,True,,868,89,682,1062,1,24
15652,Dove Pioneer,2018-01-21,0.3,288.0,533.0,82.93,2018-010A,6.0,0.1,0.3,0.3,True,609.0,648,0,506,701,1,23
15653,Lemur-2-Marshall,2018-01-21,0.3,494.0,534.0,82.93,2018-010C,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15655,Lemur-2-Tallhamn-ATC,2018-01-21,0.3,492.0,532.0,82.93,2018-010E,4.6,0.1,0.3,0.3,False,,741,0,580,701,1,119
15656,SBIRS GEO-3,2018-01-20,25.0,35758.0,35815.0,6.33,2018-009A,4500.0,2.5,6.0,25.0,False,,543,0,346,536,22,119
15658,Weina-1 01 weixing,2018-01-25,0.2,594.0,601.0,35.0,2018-011A,5.0,0.1,0.2,0.2,False,,869,11,327,53,1,23
15659,Yaogan 30 hao 04 zu 02 xing,2018-01-25,1.0,591.0,601.0,34.99,2018-011C,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15660,Yaogan 30 hao 04 zu 03 xing,2018-01-25,1.0,591.0,602.0,34.99,2018-011D,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15662,Al Yah 3,2018-01-25,18.0,30077.0,42365.0,2.71,2018-012A,3795.0,2.0,5.0,18.0,False,,870,20,305,1005,11,119
15663,SES-14,2018-01-25,39.3,9001.0,53246.0,13.09,2018-012B,4423.0,3.0,5.4,39.3,False,219.0,515,2,276,1038,8,119
15666,Yaogan 30 hao 04 zu 01 xing,2018-01-25,1.0,591.0,601.0,34.99,2018-011B,500.0,0.5,0.5,1.0,False,,335,11,327,53,1,119
15667,S-NET A,2018-02-01,0.2,571.0,588.0,97.73,2018-014J,8.0,0.24,0.24,0.24,False,,209,9,182,1063,12,23
15668,S-NET C,2018-02-01,0.2,571.0,588.0,97.73,2018-014K,8.0,0.24,0.24,0.24,False,,209,9,182,1063,12,23
15669,Kanopus-V No. 3,2018-02-01,6.0,505.0,510.0,97.47,2018-014A,490.0,0.6,1.0,6.0,False,,25,30,23,879,12,119
15670,Kanopus-V No. 4,2018-02-01,6.0,500.0,509.0,97.47,2018-014B,490.0,0.6,1.0,6.0,False,,25,30,23,879,12,119
15671,S-NET D,2018-02-01,0.2,572.0,588.0,97.73,2018-014G,8.0,0.24,0.24,0.24,False,,209,9,182,1063,12,23
15672,S-NET B,2018-02-01,0.2,571.0,588.0,97.73,2018-014H,8.0,0.24,0.24,0.24,False,,209,9,182,1063,12,23
15673,FengMaNiu 1,2018-02-02,0.3,440.0,508.0,97.22,2018-015A,4.0,0.1,0.3,0.3,False,,871,11,681,701,12,23
15675,Zhang Heng 1,2018-02-02,4.0,488.0,509.0,97.34,2018-015C,730.0,1.0,1.4,4.0,False,,750,11,260,719,12,119
15676,Ada,2018-02-02,0.7,493.0,503.0,97.21,2018-015D,37.0,0.4,0.75,0.75,False,,761,77,603,1006,12,23
15677,GOMX-4B,2018-02-02,0.3,483.0,506.0,97.33,2018-015E,6.0,0.2,0.3,0.3,False,,872,46,683,950,12,23
15678,Ulloriaq,2018-02-02,0.3,486.0,508.0,97.33,2018-015F,6.0,0.2,0.3,0.3,False,,873,46,683,950,12,23
15680,Shaonian Xing,2018-02-02,0.2,483.0,507.0,97.33,2018-015H,2.0,0.1,0.2,0.2,False,,874,11,684,749,12,23
15682,GovSat-1,2018-01-31,22.0,35772.0,35801.0,0.02,2018-013A,4000.0,2.1,3.0,22.0,False,,875,25,305,1064,16,119
15683,Tasuki,2018-02-03,0.3,187.0,2008.0,30.9,2018-016A,3.0,0.1,0.3,0.3,True,199.0,413,10,321,701,0,23
15686,Lemur-2-Kadi,2018-02-01,0.3,571.0,588.0,97.73,2018-014E,4.6,0.1,0.3,0.3,False,,741,0,580,701,12,119
15687,Lemur-2-TheNickMolo,2018-02-01,0.3,571.0,588.0,97.73,2018-014F,4.6,0.1,0.3,0.3,False,,741,0,580,701,12,119
15688,Lemur-2-Jin-Luen,2018-02-01,0.3,571.0,589.0,97.73,2018-014C,4.6,0.1,0.3,0.3,False,,741,0,580,701,12,119
15689,Maryam,2018-02-02,0.7,487.0,508.0,97.33,2018-015K,37.0,0.4,0.75,0.75,False,,761,77,603,1006,12,23
15690,Tesla Roadster,2018-02-06,3.9,180.0,6939.0,29.02,2018-017A,1000.0,1.1,3.9,3.9,True,1.4673611111111111,524,0,685,1065,4,23
15692,Beidou DW 29,2018-02-12,10.0,21501.0,21554.0,54.99,2018-018B,1014.0,1.7,2.2,10.0,False,,360,11,84,980,4,119
15695,Beidou DW 28,2018-02-12,10.0,21505.0,21550.0,54.99,2018-018A,1014.0,1.7,2.2,10.0,False,,360,11,84,980,4,119
15696,Progress MS-08,2018-02-13,7.9,318.0,324.0,51.64,2018-019A,7430.0,2.7,7.9,7.9,True,2.4430555555555555,98,30,236,439,1,234
15698,Lemur-2-UramChanSol,2018-02-01,0.3,571.0,589.0,97.73,2018-014D,4.6,0.1,0.3,0.3,False,,741,0,580,701,12,119
15699,Tintin A,2018-02-22,6.0,500.0,517.0,97.46,2018-020B,350.0,1.5,1.5,6.0,True,919.0,876,0,686,1066,12,119
15700,Tintin B,2018-02-22,6.0,499.0,516.0,97.46,2018-020C,350.0,1.5,1.5,6.0,True,,876,0,686,1066,12,119
15702,Paz,2018-02-22,10.0,503.0,518.0,97.46,2018-020A,1400.0,2.4,5.0,10.0,False,,446,13,687,1067,12,13
15704,JSE kougaku 6 gouki,2018-02-27,16.5,485.0,499.0,97.21,2018-021A,1500.0,4.0,3.0,16.5,False,,403,10,123,692,12,119
15705,GOES 17,2018-03-01,12.0,35779.0,35794.0,0.05,2018-022A,5192.0,3.9,6.1,12.0,False,,69,0,242,536,16,163
15706,Hispasat 30W-6,2018-03-06,26.1,35774.0,35798.0,0.05,2018-023A,6092.0,6.9,8.9,26.1,False,,223,13,185,911,16,119
15708,PODSAT,2018-03-06,0.3,180.0,22166.0,27.07,2018-023B,90.0,0.3,0.3,0.3,True,,197,0,663,1052,8,23
15709,O3b FM14,2018-03-09,12.0,8062.0,8069.0,0.05,2018-024C,700.0,2.0,4.0,12.0,False,,616,2,416,835,4,243
15710,O3b FM15,2018-03-09,12.0,8061.0,8069.0,0.05,2018-024A,700.0,2.0,4.0,12.0,False,,616,2,416,835,4,243
15711,O3b FM16,2018-03-09,12.0,8061.0,8069.0,0.05,2018-024B,700.0,2.0,4.0,12.0,False,,616,2,416,835,4,243
15712,O3b FM13,2018-03-09,12.0,8062.0,8069.0,0.05,2018-024D,700.0,2.0,4.0,12.0,False,,616,2,416,835,4,243
15714,Ludi Kancha Weixing si hao,2018-03-17,10.0,489.0,502.0,97.33,2018-025A,1000.0,1.5,2.0,10.0,False,,849,11,265,1055,12,125
15716,Soyuz MS-08,2018-03-21,10.6,311.0,320.0,51.64,2018-026A,7220.0,2.7,7.9,10.6,True,2.8194444444444446,98,30,107,1019,1,70
15718,GSAT-6A,2018-03-29,9.5,25977.0,36370.0,3.2,2018-027A,2230.0,1.6,2.4,9.5,True,,109,14,117,482,4,119
15719,Kosmos-2525,2018-03-29,3.0,315.0,318.0,96.64,2018-028A,520.0,1.3,3.0,3.0,False,,877,30,23,1068,12,20
15722,Beidou DW 30,2018-03-29,10.0,21523.0,21532.0,55.05,2018-029A,1014.0,1.7,2.2,10.0,False,,360,11,327,1058,4,119
15723,Beidou DW 31,2018-03-29,10.0,21512.0,21543.0,55.04,2018-029B,1014.0,1.7,2.2,10.0,False,,360,11,327,1058,4,119
15725,Iridium Next SV144,2018-03-30,9.4,606.0,625.0,86.68,2018-030A,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15726,Iridium Next SV149,2018-03-30,9.4,608.0,626.0,86.68,2018-030B,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15727,Iridium Next SV157,2018-03-30,9.4,607.0,626.0,86.68,2018-030C,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15728,Iridium Next SV140,2018-03-30,9.4,607.0,626.0,86.68,2018-030D,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15729,Iridium Next SV145,2018-03-30,9.4,607.0,626.0,86.68,2018-030E,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
15730,Iridium Next SV146,2018-03-30,9.4,608.0,627.0,86.68,2018-030F,860.0,1.5,3.1,9.4,False,,283,0,660,1048,9,227
