,LDate,Span,Perigee,Inc,mass(kg),length(m),height(m),depth(m),Days,OwnerF,StateF,ManufacturerF,BusF,OpOrbitF,shapeF,DateN
9016,1991-04-28,37.3,247.0,57.0,77554.01,5.49,37.23,23.78,8.788194444444445,93,0,140,335,1,141,11887.0
9018,1991-04-28,2.5,218.0,56.99,70.0,0.5,1.0,2.5,16.0,179,0,157,468,1,58,11887.0
9019,1991-04-28,2.5,241.0,57.0,88.0,0.5,1.0,2.5,14.0,179,0,157,468,1,58,11887.0
9020,1991-04-28,2.5,229.0,56.99,90.0,0.5,1.0,2.5,15.0,179,0,157,468,1,58,11887.0
9021,1990-11-28,0.2,507.0,82.5,5.0,0.2,0.2,0.2,229.0,59,1,44,282,1,4,11736.0
9022,1990-11-28,0.2,498.0,82.5,5.0,0.2,0.2,0.2,224.0,59,1,44,282,1,4,11736.0
9023,1990-11-28,0.2,498.0,82.51,5.0,0.2,0.2,0.2,224.0,59,1,44,282,1,4,11736.0
9024,1990-11-28,0.2,498.0,82.51,5.0,0.2,0.2,0.2,224.0,59,1,44,282,1,4,11736.0
9026,1990-11-28,0.2,510.0,82.5,5.0,0.2,0.2,0.2,235.0,59,1,44,282,1,4,11736.0
9027,1990-11-28,0.2,497.0,82.5,5.0,0.2,0.2,0.2,228.0,59,1,44,282,1,4,11736.0
9028,1990-11-28,0.2,510.0,82.51,5.0,0.2,0.2,0.2,234.0,59,1,44,282,1,4,11736.0
9036,1990-11-28,0.2,509.0,82.51,5.0,0.2,0.2,0.2,235.0,59,1,44,282,1,4,11736.0
9037,1990-11-28,0.2,509.0,82.5,5.0,0.2,0.2,0.2,236.0,59,1,44,282,1,4,11736.0
9038,1990-11-28,0.2,498.0,82.51,5.0,0.2,0.2,0.2,229.0,59,1,44,282,1,4,11736.0
9039,1990-11-28,0.2,497.0,82.5,5.0,0.2,0.2,0.2,229.0,59,1,44,282,1,4,11736.0
9040,1991-05-18,10.6,390.0,51.61,7086.22,2.72,7.49,7.49,2.6041666666666665,101,1,112,397,1,93,11907.0
9049,1991-05-30,7.9,391.0,51.6,7185.33,2.72,7.89,7.89,2.4055555555555554,101,1,112,439,1,93,11919.0
9053,1991-06-05,37.3,278.0,39.01,101368.68,5.49,37.23,23.78,9.652083333333334,93,0,140,335,1,136,11925.0
9070,1989-12-27,0.2,205.0,73.5,5.0,0.2,0.2,0.2,595.0,59,1,44,282,1,4,11400.0
9071,1989-12-27,0.2,227.0,73.49,5.0,0.2,0.2,0.2,594.0,59,1,44,282,1,4,11400.0
9073,1991-07-04,1.2,387.0,39.97,74.33,0.2,1.2,1.2,134.0,179,0,14,470,1,23,11954.0
9085,1991-07-17,0.5,356.0,82.02,21.8,0.48,0.19,0.48,190.0,197,0,157,475,1,2,11967.0
9086,1991-07-17,0.5,348.0,82.03,21.8,0.48,0.19,0.48,190.0,197,0,157,475,1,2,11967.0
9087,1991-07-17,0.5,348.0,82.02,21.8,0.48,0.19,0.48,191.0,197,0,157,475,1,2,11967.0
9088,1991-07-17,0.5,349.0,82.02,21.8,0.48,0.19,0.48,190.0,197,0,157,475,1,2,11967.0
9089,1991-07-17,0.5,350.0,82.02,21.8,0.48,0.19,0.48,191.0,197,0,157,475,1,2,11967.0
9090,1991-07-17,0.5,348.0,82.02,21.8,0.48,0.19,0.48,192.0,197,0,157,475,1,2,11967.0
9091,1991-07-17,0.5,348.0,82.02,21.8,0.48,0.19,0.48,190.0,197,0,157,475,1,2,11967.0
9105,1991-08-01,8.6,618.0,62.89,1650.0,1.4,4.4,8.6,4818.0,201,1,125,458,26,30,11982.0
9113,1991-08-02,37.3,299.0,28.47,77209.12,5.49,37.23,23.78,9.516666666666667,93,0,140,335,1,141,11983.0
9118,1991-08-14,11.8,35756.0,0.03,2502.48,3.6,11.79,11.79,3626.0,38,5,21,443,16,20,11995.0
9122,1991-05-30,0.5,187.0,51.58,5.0,0.5,0.5,0.5,91.0,101,1,112,476,1,46,11919.0
9123,1991-08-20,7.9,379.0,51.6,7185.33,2.72,7.89,7.89,3.0375,101,1,112,439,1,93,12001.0
9135,1991-08-30,4.5,521.0,31.35,386.52,1.0,1.4,1.95,5127.0,195,10,184,477,0,127,12011.0
9137,1991-09-12,37.3,563.0,56.98,86541.13,5.49,37.23,23.78,6.3180555555555555,93,0,140,335,1,141,12024.0
9158,1991-10-02,10.6,390.0,51.6,7086.22,2.72,7.49,7.49,2.3180555555555555,101,1,112,397,1,93,12044.0
9164,1991-10-10,2.0,278.0,74.0,545.09,2.0,2.0,2.0,429.0,59,1,44,325,1,4,12052.0
9166,1991-10-17,7.9,376.0,51.6,7185.33,2.72,7.89,7.89,4.152777777777778,101,1,112,439,1,93,12059.0
9173,1991-10-29,11.8,35680.0,0.04,2502.48,3.6,11.79,11.79,3550.0,38,5,21,443,16,20,12071.0
9175,1989-12-27,0.2,322.0,73.51,5.0,0.2,0.2,0.2,696.0,59,1,44,282,1,4,11400.0
9176,1989-12-27,0.2,311.0,73.51,5.0,0.2,0.2,0.2,695.0,59,1,44,282,1,4,11400.0
9177,1989-12-27,0.2,311.0,73.5,5.0,0.2,0.2,0.2,694.0,59,1,44,282,1,4,11400.0
9178,1989-12-27,0.2,319.0,73.51,5.0,0.2,0.2,0.2,695.0,59,1,44,282,1,4,11400.0
9179,1989-12-27,0.2,317.0,73.52,5.0,0.2,0.2,0.2,695.0,59,1,44,282,1,4,11400.0
9180,1989-12-27,0.2,382.0,73.5,5.0,0.2,0.2,0.2,702.0,59,1,44,282,1,4,11400.0
9181,1989-12-27,0.2,368.0,73.49,5.0,0.2,0.2,0.2,700.0,59,1,44,282,1,4,11400.0
9182,1989-12-27,0.2,403.0,73.53,5.0,0.2,0.2,0.2,709.0,59,1,44,282,1,4,11400.0
9198,1991-11-24,37.3,361.0,28.46,87133.8,5.49,37.23,23.78,7.941666666666666,93,0,140,335,1,141,12097.0
9202,1991-12-07,22.4,35782.0,0.03,1075.32,2.5,2.2,22.38,3495.0,148,18,178,459,16,119,12110.0
9208,1991-12-16,14.9,35781.0,2.24,816.65,2.56,1.48,15.21,2677.0,200,28,142,462,16,127,12119.0
9226,1992-01-22,37.3,292.0,56.97,97664.02,5.49,37.23,23.78,8.672222222222222,93,0,140,335,1,141,12156.0
9227,1992-01-24,5.0,633.0,62.9,1883.05,2.0,2.0,2.0,7298.0,59,30,103,227,26,20,12158.0
9231,1992-01-25,7.9,375.0,51.6,7185.33,2.72,7.89,7.89,2.3958333333333335,101,30,112,439,1,93,12159.0
9239,1990-04-25,0.2,267.0,74.0,5.0,0.2,0.2,0.2,654.0,59,30,44,282,1,4,11519.0
9240,1990-04-25,0.2,255.0,73.91,5.0,0.2,0.2,0.2,653.0,59,30,44,282,1,4,11519.0
9241,1990-04-25,0.2,249.0,73.99,5.0,0.2,0.2,0.2,652.0,59,30,44,282,1,4,11519.0
9244,1990-04-25,0.2,261.0,73.99,5.0,0.2,0.2,0.2,659.0,59,30,44,282,1,4,11519.0
9245,1990-04-25,0.2,248.0,73.97,5.0,0.2,0.2,0.2,657.0,59,30,44,282,1,4,11519.0
9246,1990-04-25,0.2,259.0,73.99,5.0,0.2,0.2,0.2,659.0,59,30,44,282,1,4,11519.0
9247,1990-04-25,0.2,242.0,73.98,5.0,0.2,0.2,0.2,658.0,59,30,44,282,1,4,11519.0
9257,1992-02-26,20.7,35774.0,0.08,778.0,2.26,1.64,20.7,2100.0,153,19,186,385,16,127,12191.0
9259,1992-03-04,8.6,637.0,62.83,1650.0,1.4,4.4,8.6,5597.0,212,30,125,458,26,30,12198.0
9266,1992-03-14,7.0,35693.0,0.13,1412.0,2.2,7.0,7.0,1889.0,145,0,21,330,18,2,12208.0
9268,1992-03-17,10.6,375.0,51.6,7086.22,2.72,7.49,7.49,2.522222222222222,101,30,112,397,1,93,12211.0
9270,1992-03-24,37.3,291.0,57.0,92177.4,5.49,37.23,23.78,9.474305555555556,93,0,140,335,1,141,12218.0
9285,1992-04-15,14.9,35768.0,1.95,816.65,2.56,1.48,15.21,2556.0,200,28,142,462,16,127,12240.0
9288,1992-04-19,7.9,371.0,51.6,7185.33,2.72,7.89,7.89,2.973611111111111,101,30,112,439,1,93,12244.0
9296,1992-05-07,37.3,275.0,28.33,90398.41,5.49,37.23,23.78,9.873611111111112,93,0,140,335,1,136,12262.0
9301,1992-05-20,1.1,250.0,46.04,105.05,0.82,1.1,1.1,55.0,109,14,139,480,1,14,12275.0
9316,1992-06-10,21.5,35775.0,0.17,1459.86,3.18,1.52,19.28,2364.0,38,5,160,466,16,127,12296.0
9318,1990-11-28,0.2,486.0,82.49,5.0,0.2,0.2,0.2,679.0,59,30,44,282,1,4,11736.0
9319,1990-11-28,0.2,470.0,82.5,5.0,0.2,0.2,0.2,659.0,59,30,44,282,1,4,11736.0
9320,1990-11-28,0.2,469.0,82.5,5.0,0.2,0.2,0.2,659.0,59,30,44,282,1,4,11736.0
9321,1990-11-28,0.2,486.0,82.52,5.0,0.2,0.2,0.2,679.0,59,30,44,282,1,4,11736.0
9322,1990-11-28,0.2,468.0,82.5,5.0,0.2,0.2,0.2,665.0,59,30,44,282,1,4,11736.0
9323,1990-11-28,0.2,467.0,82.5,5.0,0.2,0.2,0.2,664.0,59,30,44,282,1,4,11736.0
9326,1992-06-25,37.3,299.0,28.47,102886.03,5.49,37.23,23.78,14.4875,93,0,140,335,1,136,12311.0
9327,1990-11-28,0.2,299.0,56.99,5.0,0.2,0.2,0.2,674.0,59,30,44,282,1,4,11736.0
9328,1990-11-28,0.2,290.0,28.33,5.0,0.2,0.2,0.2,678.0,59,30,44,282,1,4,11736.0
9329,1990-11-28,0.2,290.0,28.33,5.0,0.2,0.2,0.2,678.0,59,30,44,282,1,4,11736.0
9330,1992-06-30,7.9,387.0,51.6,7185.33,2.72,7.89,7.89,4.704861111111111,101,30,112,439,1,93,12316.0
9337,1992-07-03,3.0,514.0,81.67,156.59,0.6,0.86,1.5,7438.0,2,0,22,481,0,127,12319.0
9348,1992-07-09,22.4,35773.0,0.2,1112.98,2.5,2.2,22.38,3280.0,148,18,178,459,16,119,12325.0
9363,1992-07-24,100.0,3906.0,22.35,1000.0,2.2,1.6,100.0,1.2569444444444444,195,10,163,483,5,58,12340.0
9368,1992-07-27,10.6,403.0,51.62,7086.22,2.72,7.49,7.49,2.3270833333333334,101,30,112,397,1,93,12343.0
9378,1992-07-31,37.3,421.0,28.47,93829.53,5.49,37.23,23.78,8.55,93,0,140,335,1,136,12347.0
9380,1992-08-06,8.6,661.0,62.87,1650.0,1.4,4.4,8.6,5720.0,212,30,125,458,26,30,12353.0
9384,1992-08-09,2.5,170.0,63.07,2576.81,2.2,4.64,4.64,23.0,77,11,84,485,1,3,12356.0
9398,1992-08-15,7.9,403.0,51.62,7185.33,2.72,7.89,7.89,3.013888888888889,101,30,112,439,1,93,12362.0
9402,1992-08-31,14.3,35764.0,0.11,1158.57,1.42,1.63,15.68,5022.0,160,0,160,374,16,127,12378.0
9405,1992-08-19,0.3,223.0,82.56,49.55,0.33,0.33,0.33,37.0,222,30,189,430,1,4,12366.0
9406,1992-08-19,0.3,221.0,82.57,49.55,0.33,0.33,0.33,36.0,222,30,189,430,1,4,12366.0
9419,1992-09-12,37.3,298.0,57.0,98561.94,5.49,37.23,23.78,8.536805555555556,93,0,140,335,1,136,12390.0
9422,1992-09-25,15.0,287.0,29.3,1008.92,2.2,3.5,15.0,1.0944444444444446,8,0,160,393,3,158,12403.0
9426,1992-10-06,2.2,215.0,63.01,2060.0,2.2,1.6,2.2,25.0,77,11,84,408,1,26,12414.0
9433,1992-10-08,6.5,217.0,62.81,6144.7,2.4,6.5,6.5,16.39236111111111,97,30,106,387,1,18,12416.0
9435,1992-10-12,15.4,35775.0,0.02,639.25,4.15,2.0,15.38,3519.0,167,9,177,385,16,127,12420.0
9449,1992-10-21,5.0,646.0,62.98,1883.05,2.0,2.0,2.0,6590.0,59,30,103,227,26,20,12429.0
9453,1992-10-22,37.3,285.0,28.47,96333.0,5.49,37.23,23.78,10.586805555555555,93,0,140,335,1,136,12430.0
9458,1992-10-27,7.9,396.0,51.62,7185.33,2.72,7.89,7.89,2.795138888888889,101,30,112,439,1,93,12435.0
9460,1992-10-28,26.5,35782.0,0.1,2968.0,2.8,4.0,26.5,1661.0,145,0,21,486,16,119,12436.0
9468,1992-10-22,2.1,207.0,28.46,81.27,0.5,1.2,2.0,2.8604166666666666,225,3,192,488,1,23,12430.0
9469,1992-11-15,6.5,179.0,82.57,6243.81,2.4,6.49,6.49,7.7756944444444445,97,30,106,324,1,18,12454.0
9475,1992-11-21,2.0,308.0,96.75,168.48,1.0,1.4,2.0,239.0,226,0,193,489,12,131,12460.0
9493,1992-12-02,8.1,408.0,62.86,1750.0,1.6,3.6,8.1,5820.0,224,30,125,256,26,30,12471.0
9497,1992-12-02,37.3,317.0,57.0,86782.95,5.49,37.23,23.78,7.863194444444445,93,0,140,335,1,141,12471.0
9510,1992-12-22,6.3,209.0,64.9,6640.24,2.4,6.99,6.99,58.78888888888889,212,30,106,435,1,1,12491.0
9514,1992-12-29,6.5,217.0,62.81,6243.81,2.4,5.89,5.89,12.177777777777777,104,30,106,235,1,1,12498.0
9518,1993-01-13,8.6,599.0,62.9,1650.0,1.4,4.4,8.6,4689.0,212,30,125,458,26,30,12513.0
9522,1993-01-13,37.3,300.0,28.47,92170.47,5.49,37.23,23.78,6.567361111111111,93,0,140,335,1,136,12513.0
9528,1993-01-24,10.6,387.0,51.62,7086.22,2.72,7.49,7.49,2.3131944444444446,101,30,112,397,1,93,12524.0
9538,1990-11-28,0.2,468.0,82.5,5.0,0.2,0.2,0.2,859.0,59,30,44,282,1,4,11736.0
9551,1993-02-20,4.0,537.0,31.1,416.25,1.2,2.82,2.82,2932.0,195,10,195,491,1,20,12551.0
9553,1993-02-21,7.9,387.0,51.62,7185.33,2.72,7.89,7.89,2.845138888888889,101,30,112,439,1,93,12552.0
9567,1993-03-31,7.9,391.0,51.62,7185.33,2.72,7.89,7.89,2.2194444444444446,101,30,112,439,1,93,12590.0
9576,1993-04-08,37.3,292.0,57.0,92846.38,5.49,37.23,23.78,9.484027777777778,93,0,140,335,1,141,12598.0
9579,1993-04-21,8.1,643.0,62.85,1750.0,1.6,3.6,8.1,3931.0,224,30,125,256,26,30,12611.0
9585,1993-04-26,37.3,295.0,28.46,102270.56,5.49,37.23,23.78,10.604166666666666,93,0,140,335,1,136,12616.0
9586,1993-04-27,6.5,190.0,70.35,6243.81,2.4,5.89,5.89,9.0,203,30,106,333,1,1,12617.0
9603,1993-05-21,6.5,225.0,82.57,6243.81,2.4,6.49,6.49,30.115277777777777,102,30,106,411,1,18,12641.0
9605,1993-05-22,7.9,388.0,51.62,7185.33,2.72,7.89,7.89,2.35,101,30,112,439,1,93,12642.0
9612,1993-06-21,37.3,409.0,28.46,100749.26,5.49,37.23,23.78,10.536111111111111,93,0,140,335,1,136,12672.0
9620,1993-06-25,26.5,35531.0,0.33,2988.0,3.0,4.0,26.5,1421.0,145,0,21,486,18,119,12676.0
9628,1993-07-01,10.6,388.0,51.62,7086.22,2.72,7.49,7.49,2.683333333333333,101,30,112,397,1,93,12682.0
9641,1993-08-04,8.1,449.0,62.83,1750.0,1.6,3.6,8.1,7454.0,224,30,125,256,26,30,12716.0
9647,1993-08-10,5.0,626.0,62.91,1883.05,2.0,2.0,2.0,7083.0,59,30,103,227,26,20,12722.0
9651,1993-08-10,7.9,385.0,51.62,7185.33,2.72,7.89,7.89,3.0,101,30,112,439,1,93,12722.0
9663,1993-09-07,6.3,207.0,64.89,6442.02,2.5,6.99,6.99,102.29930555555555,212,30,106,435,1,2,12750.0
9665,1993-09-12,37.3,271.0,28.46,91546.09,5.49,37.23,23.78,10.330555555555556,93,0,140,335,1,141,12755.0
9668,1993-09-12,4.5,266.0,28.46,3180.38,2.3,3.3,4.5,1.5305555555555554,234,9,177,496,1,46,12755.0
9683,1993-10-08,2.2,204.0,56.95,2080.28,1.73,3.14,3.14,20.0,239,11,84,408,1,0,12781.0
9689,1993-10-11,7.9,387.0,51.62,7185.33,2.72,7.89,7.89,2.975,101,30,112,439,1,93,12784.0
9691,1993-10-18,37.3,281.0,39.02,102225.97,5.49,37.23,23.78,14.628472222222221,93,0,140,335,1,136,12791.0
9693,1993-10-22,21.8,35657.0,0.03,2229.93,4.5,2.2,21.78,2826.0,38,5,185,429,16,127,12795.0
9694,1993-10-26,2.0,291.0,82.94,495.54,2.0,2.0,2.0,3576.820138888889,59,30,44,325,0,4,12799.0
9708,1993-11-18,9.5,35763.0,1.38,2101.09,3.3,5.44,9.45,409.0,240,0,125,314,16,20,12822.0
9712,1993-11-20,21.0,35755.0,0.07,1570.86,2.2,2.8,20.98,1314.0,241,21,21,486,16,127,12824.0
9718,1993-12-02,37.3,579.0,28.47,94128.84,5.49,37.23,23.78,11.225694444444445,93,0,140,335,1,136,12836.0
9719,1993-12-08,16.0,35117.0,4.13,1421.21,3.79,1.9,16.03,6353.0,76,0,142,344,23,127,12842.0
9725,1993-12-18,26.2,35771.0,0.02,1711.6,7.09,3.3,26.17,4428.0,151,0,21,486,16,127,12852.0
9733,1994-01-08,10.6,384.0,51.62,7086.22,2.72,7.49,7.49,2.4930555555555554,98,30,107,397,1,93,12873.0
9742,1994-01-25,1.8,257.0,66.87,457.88,1.14,1.88,1.88,12.041666666666666,244,0,19,501,5,2,12890.0
9744,1994-01-28,7.9,384.0,51.62,7185.33,2.72,7.89,7.89,2.1638888888888888,98,30,107,439,1,93,12893.0
9746,1994-02-03,37.3,346.0,56.99,96577.8,5.49,37.23,23.78,8.80486111111111,93,0,140,335,1,141,12899.0
9747,1994-02-03,3.4,448.0,30.51,754.21,3.4,1.46,3.4,1.0229166666666667,245,10,206,502,1,0,12899.0
9757,1994-02-03,0.1,327.0,56.99,4.21,0.1,0.1,0.1,241.0,93,0,208,505,1,4,12899.0
9758,1994-02-03,0.1,328.0,56.99,4.21,0.1,0.1,0.1,243.0,93,0,208,505,1,4,12899.0
9761,1994-02-03,0.2,334.0,56.99,4.96,0.15,0.15,0.15,393.0,93,0,208,505,1,4,12899.0
9762,1994-02-03,0.2,334.0,56.99,4.96,0.15,0.15,0.15,386.0,93,0,208,505,1,4,12899.0
9765,1994-02-03,0.5,339.0,56.99,62.44,0.48,0.52,0.52,374.0,246,9,209,507,1,2,12899.0
9773,1994-02-08,2.5,178.0,28.51,1585.73,2.5,2.2,2.5,2921.0,239,11,84,508,17,0,12904.0
9778,1994-02-19,7.0,35774.0,0.05,1393.0,2.2,7.0,7.0,1182.0,145,0,21,330,16,2,12915.0
9782,1994-03-04,37.3,296.0,39.01,101942.52,5.49,37.23,23.78,14.547916666666667,93,0,140,335,1,136,12928.0
9790,1994-03-22,7.9,380.0,51.64,7185.33,2.72,7.89,7.89,2.277083333333333,98,30,107,439,1,93,12946.0
9792,1994-04-09,37.3,211.0,56.99,99668.98,5.49,37.23,23.78,11.704166666666667,93,0,140,335,1,136,12964.0
9808,1994-05-09,1.5,418.0,97.11,115.96,0.9,1.3,1.5,1664.0,247,0,211,489,12,131,12994.0
9812,1994-05-20,9.5,35783.0,1.26,2101.09,3.3,5.44,9.45,226.0,240,0,205,314,16,20,13005.0
9816,1994-05-22,7.9,397.0,51.65,7185.33,2.72,7.89,7.89,2.2625,98,30,107,439,1,93,13007.0
9821,1994-06-14,6.5,220.0,62.81,6144.7,2.4,6.5,6.5,18.23125,97,30,106,387,1,18,13030.0
9823,1994-06-17,21.8,35738.0,0.04,2229.93,4.5,2.2,21.78,2588.0,38,5,185,429,16,127,13033.0
9829,1994-07-01,10.6,396.0,51.65,7086.22,2.72,7.49,7.49,2.579861111111111,98,30,107,397,1,93,13047.0
9831,1994-07-03,2.5,207.0,62.95,2735.38,2.2,4.64,4.64,72.0,239,11,84,485,1,3,13049.0
9838,1994-07-08,37.3,298.0,28.47,102784.94,5.49,37.23,23.78,15.443055555555556,93,0,140,335,1,136,13054.0
9839,1994-07-08,26.0,35633.0,0.03,1785.93,6.99,3.6,25.97,4591.0,172,0,21,486,16,127,13054.0
9847,1994-07-21,7.5,35777.0,0.02,719.52,2.2,7.49,7.49,6647.0,251,27,21,330,16,20,13067.0
9849,1994-07-29,6.5,211.0,70.38,6442.02,2.5,6.99,6.99,44.93402777777778,203,30,106,333,1,1,13075.0
9853,1994-08-03,21.0,35776.0,0.04,1711.6,7.09,3.3,26.17,4200.0,151,0,21,486,16,127,13080.0
9860,1994-08-10,8.4,35789.0,0.85,1042.62,3.6,8.4,8.4,2305.0,154,20,21,512,18,2,13087.0
9870,1994-08-23,8.1,608.0,62.83,1750.0,1.6,3.6,8.1,5285.0,224,30,205,256,26,30,13100.0
9874,1994-08-25,7.9,394.0,51.65,7185.33,2.72,7.89,7.89,8.5625,98,30,107,439,1,93,13102.0
9886,1994-09-09,24.5,206.0,6.64,1863.23,4.08,2.22,24.48,3718.0,146,0,8,497,17,127,13117.0
9888,1994-09-09,37.3,253.0,57.01,94817.64,5.49,37.23,23.78,11.883333333333333,93,0,140,335,1,141,13117.0
9895,1994-09-30,37.3,212.0,57.01,100267.59,5.49,37.23,23.78,11.709722222222222,93,0,140,335,1,136,13138.0
9896,1994-10-03,10.6,392.0,51.65,7086.22,2.72,7.49,7.49,3.0194444444444444,98,30,107,397,1,93,13141.0
9898,1994-10-06,21.8,35663.0,0.19,2229.93,4.5,2.2,21.78,1516.0,38,5,185,429,18,127,13144.0
9900,1994-10-08,21.0,35777.0,0.05,1657.09,2.8,4.5,20.98,992.0,241,21,21,486,16,127,13146.0
9918,1994-11-01,100.0,186.0,28.75,887.02,2.4,1.8,2.4,1.0583333333333333,2,0,200,516,7,2,13170.0
9920,1994-11-02,17.0,403.0,65.03,2973.24,2.0,5.99,5.99,558.0,214,30,164,415,1,20,13171.0
9922,1994-11-03,37.3,294.0,56.99,94341.92,5.49,37.23,23.78,11.647916666666667,93,0,140,335,1,141,13172.0
9923,1994-11-03,4.5,294.0,57.0,3233.89,4.5,2.5,4.5,1.4902777777777778,198,9,177,496,1,154,13172.0
9926,1994-11-11,7.9,391.0,51.65,7185.33,2.72,7.89,7.89,2.3777777777777778,98,30,107,439,1,93,13180.0
9938,1994-11-29,22.0,35776.0,0.03,1129.83,1.9,1.7,2.1,1798.0,254,0,214,478,16,127,13198.0
9967,1995-01-10,21.8,35687.0,0.05,2229.93,4.5,2.2,21.78,2381.0,38,5,185,429,18,127,13240.0
9975,1995-02-03,37.3,332.0,51.65,94998.02,5.49,37.23,23.78,8.493055555555555,93,0,140,335,1,141,13264.0
9976,1995-02-03,0.1,325.0,51.66,4.96,0.15,0.15,0.15,404.0,93,0,208,505,1,4,13264.0
9977,1995-02-03,0.2,317.0,51.65,4.21,0.1,0.1,0.1,238.0,93,0,208,505,1,4,13264.0
9981,1995-02-15,7.9,391.0,51.65,7185.33,2.72,7.89,7.89,2.7645833333333334,98,30,107,439,1,93,13276.0
9983,1995-02-16,6.5,217.0,62.81,6144.7,2.4,6.5,6.5,15.356944444444444,97,30,106,387,1,18,13277.0
9985,1995-03-02,37.3,343.0,28.47,97859.27,5.49,37.23,23.78,16.90763888888889,93,0,140,335,1,136,13291.0
9994,1995-03-14,10.6,389.0,51.64,7086.22,2.72,7.49,7.49,2.3229166666666665,98,30,107,397,1,93,13303.0
9996,1995-03-18,24.4,470.0,28.46,3766.11,4.46,3.07,4.46,301.45625,112,10,207,519,1,2,13307.0
10003,1995-03-22,21.8,35619.0,0.08,2229.93,4.5,2.2,21.78,2310.0,38,5,185,429,16,127,13311.0
10008,1995-03-28,8.4,35768.0,0.08,1042.62,3.6,8.4,8.4,2075.0,154,20,21,512,16,2,13317.0
10009,1995-03-28,22.4,35775.0,0.04,1068.38,2.5,2.2,22.38,2288.0,148,18,88,459,16,127,13317.0
10015,1995-04-05,2.3,365.0,143.37,222.99,1.2,2.3,2.3,2029.0,175,24,168,419,15,59,13325.0
10017,1995-04-07,21.0,35759.0,0.11,1635.28,7.89,3.63,20.94,3922.0,256,0,21,486,16,127,13327.0
10019,1995-04-09,7.9,388.0,51.64,7185.33,2.72,7.89,7.89,2.875,98,30,107,439,1,93,13329.0
10021,1995-04-09,0.2,383.0,51.65,19.82,0.22,0.22,0.22,1536.0,257,9,202,521,1,4,13329.0
10025,1995-05-17,27.2,35725.0,0.01,2477.7,5.19,2.2,27.17,2254.0,38,5,185,429,16,127,13367.0
10027,1995-05-20,15.0,392.0,51.65,11397.42,4.35,12.99,12.99,12.041666666666666,98,30,217,294,1,2,13370.0
10031,1995-05-24,5.0,653.0,62.91,1883.05,2.0,2.0,2.0,6697.0,59,30,103,227,26,20,13374.0
10037,1995-06-08,17.0,403.0,65.04,2973.24,2.0,5.99,5.99,749.1229166666667,214,30,164,415,1,2,13389.0
10039,1995-06-10,26.5,35762.0,0.08,1691.77,7.09,3.3,26.17,2974.0,151,0,21,486,16,127,13391.0
10041,1995-06-27,37.3,382.0,51.65,96518.33,5.49,37.23,23.78,2.5416666666666665,93,0,140,335,1,141,13408.0
10049,1995-07-13,37.3,286.0,28.47,87750.25,5.49,37.23,23.78,9.501388888888888,93,0,140,335,1,141,13424.0
10053,1995-07-20,7.9,393.0,51.65,7185.33,2.72,7.89,7.89,2.19375,98,30,107,439,1,93,13431.0
10063,1995-08-02,6.0,1443.0,63.28,1238.85,2.0,1.0,2.0,1.8229166666666667,45,30,54,221,14,12,13444.0
10067,1995-08-03,26.2,35726.0,0.11,1851.34,6.99,3.6,25.97,4200.0,172,0,21,486,18,127,13445.0
10076,1995-08-02,2.0,14777.0,71.39,59.0,0.6,0.9,2.0,1.8388888888888888,262,35,220,441,14,122,13444.0
10087,1995-09-03,10.6,392.0,51.65,7086.22,2.3,7.49,7.49,2.4375,98,30,107,397,1,93,13476.0
10089,1995-09-07,37.3,369.0,28.47,98774.03,5.49,37.23,23.78,11.484722222222222,93,0,140,335,1,136,13480.0
10090,1995-09-07,3.6,396.0,28.47,1961.35,3.7,1.8,3.7,4.243055555555555,266,0,221,522,1,2,13480.0
10093,1995-09-26,6.5,228.0,82.32,6243.81,2.4,6.49,6.49,30.23402777777778,102,30,106,411,1,18,13499.0
10097,1995-10-06,17.0,258.0,82.94,817.64,2.0,2.1,2.1,685.0,214,30,175,260,1,58,13509.0
10099,1995-10-08,7.9,391.0,51.64,7185.33,2.72,7.89,7.89,2.8555555555555556,98,30,107,439,1,93,13511.0
10107,1995-10-20,37.3,262.0,39.01,103467.79,5.49,37.23,23.78,16.489583333333332,93,0,140,335,1,136,13523.0
10117,1995-11-12,37.3,345.0,51.64,92170.47,5.49,37.23,23.78,3.26875,93,0,140,335,1,141,13546.0
10124,1995-11-28,24.0,35779.0,0.19,3453.91,3.15,2.46,22.98,5026.0,196,27,8,497,16,127,13562.0
10127,1995-12-02,9.5,177.0,29.72,1290.86,3.8,3.65,9.49,0.9652777777777778,110,15,171,525,7,119,13566.0
10141,1995-12-15,26.0,35763.0,0.06,3066.0,2.7,4.9,26.0,2725.0,145,0,21,486,16,119,13579.0
10143,1995-12-18,7.9,390.0,51.64,7185.33,2.72,7.89,7.89,2.673611111111111,98,30,107,439,1,93,13582.0
10145,1995-12-20,17.0,406.0,65.02,3121.9,2.0,5.99,5.99,689.0,214,30,225,415,1,2,13584.0
10150,1995-12-28,23.6,35764.0,0.09,1902.87,3.15,2.46,23.88,4387.0,268,0,8,497,16,119,13592.0
10155,1996-01-11,37.3,458.0,28.45,97552.03,5.49,37.23,23.78,9.32013888888889,93,0,140,335,1,136,13606.0
10156,1996-01-11,1.5,303.0,28.45,1187.31,1.25,1.5,1.5,3.45625,2,0,22,528,1,8,13606.0
