,name,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2),Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
2261,Starlink 1281,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2262,Starlink 1282,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2263,Starlink 1283,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2264,Starlink 1284,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2265,Starlink 1285,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2266,Starlink 1287,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.4,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2267,Starlink 1288,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2268,Starlink 1289,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2269,Starlink 1290,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2270,Starlink 1292,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2271,Starlink 1293,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2272,Starlink 1294,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2273,Starlink 1295,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.4,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2274,Starlink 1296,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2275,Starlink 1297,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2276,Starlink 1298,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2277,Starlink 1299,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,569,570,7.20513005259745e-05,53.0,94.0,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2278,Starlink 1300,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2279,Starlink 1301,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2280,Starlink 1302,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2281,Starlink 1303,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2282,Starlink 1304,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2283,Starlink 1305,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2284,Starlink 1306,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.3,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2285,Starlink 1307,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2286,Starlink 1308,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2287,Starlink 1309,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2288,Starlink 1310,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.5,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2289,Starlink 1312,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2290,Starlink 1313,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2291,Starlink 1316,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2292,Starlink 1317,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2293,Starlink 1318,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.0,92.1,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2294,Starlink 1319,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.0,94.6,227.0,2020-03-18,,SpaceX,SpaceX,Cape Canaveral,Falcon 9
2295,Starlink 1320,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2296,Starlink 1321,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2297,Starlink 1322,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2298,Starlink 1323,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2299,Starlink 1324,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,526,528,0.0001449905756125852,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2300,Starlink 1325,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2301,Starlink 1326,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,527,529,0.00014496955639315746,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2302,Starlink 1327,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897252,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2303,Starlink 1328,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2304,Starlink 1329,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2305,Starlink 1330,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,550,551,7.224911494834188e-05,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2306,Starlink 1331,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,528,530,0.00014494854326714017,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2307,Starlink 1332,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,392,397,0.0003695764653706852,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2308,Starlink 1333,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2309,Starlink 1334,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2310,Starlink 1335,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2311,Starlink 1336,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2312,Starlink 1337,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2313,Starlink 1338,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2314,Starlink 1339,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2315,Starlink 1340,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2316,Starlink 1341,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2317,Starlink 1342,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897252,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2318,Starlink 1343,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,550,0.00014452955629426219,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2319,Starlink 1344,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897252,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2320,Starlink 1345,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2321,Starlink 1346,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,526,528,0.0001449905756125852,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2322,Starlink 1347,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,510,512,0.00014532771399505885,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2323,Starlink 1348,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,384,396,0.0008875739644970414,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2324,Starlink 1349,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,528,529,7.247952453431905e-05,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2325,Starlink 1350,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2326,Starlink 1351,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,379,381,0.00014814814814814817,53.0,95.6,227.0,2020-06-03,,SpaceX,USA,Cape Canaveral,Falcon 9
2327,Starlink 1352,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2328,Starlink 1353,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,531,534,0.00021731256791017748,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2329,Starlink 1354,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2330,Starlink 1355,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,559,561,0.0001443001443001443,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2331,Starlink 1356,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2332,Starlink 1357,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897252,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2333,Starlink 1358,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2334,Starlink 1360,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897252,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2335,Starlink 1361,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2336,Starlink 1362,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2337,Starlink 1363,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897252,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2338,Starlink 1364,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,550,7.225955632632416e-05,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2339,Starlink 1365,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2340,Starlink 1366,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2341,Starlink 1367,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2342,Starlink 1368,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
2343,Starlink 1369,Payload,260.0,Box + 1 Pan,3.3,0.2,9.0,,23.656999999999996,0.9049,13.603151102941101,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,549,551,0.00014450867052023122,53.1,95.6,227.0,2020-04-22,,SpaceX,USA,Cape Canaveral,Falcon 9
