,"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments
2653,Starlink-1587 ,Starlink-1587 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AS,46157,
2654,Starlink-1588 ,Starlink-1588 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057B,46118,
2655,Starlink-1589 ,Starlink-1589 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AT,46158,
2656,Starlink-1590 ,Starlink-1590 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057X,46138,
2657,Starlink-1591 ,Starlink-1591 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-07,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-055U,46045,
2658,Starlink-1592 ,Starlink-1592 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057Y,46139,
2659,Starlink-1593 ,Starlink-1593 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057C,46119,
2660,Starlink-1594 ,Starlink-1594 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057Z,46140,
2661,Starlink-1595 ,Starlink-1595 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AU,46159,
2662,Starlink-1596 ,Starlink-1596 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AA,46141,
2663,Starlink-1597 ,Starlink-1597 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AB,46142,
2664,Starlink-1598 ,Starlink-1598 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AV,46160,
2665,Starlink-1599 ,Starlink-1599 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AC,46143,
2666,Starlink-1600 ,Starlink-1600 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AW,46161,
2667,Starlink-1601 ,Starlink-1601 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057D,46120,
2668,Starlink-1602 ,Starlink-1602 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057E,46121,
2669,Starlink-1603 ,Starlink-1603 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AX,46162,
2670,Starlink-1604 ,Starlink-1604 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057F,46122,
2671,Starlink-1605 ,Starlink-1605 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057G,46123,
2672,Starlink-1606 ,Starlink-1606 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AD,46144,
2673,Starlink-1607 ,Starlink-1607 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AE,46145,
2674,Starlink-1608 ,Starlink-1608 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AF,46146,
2675,Starlink-1610 ,Starlink-1610 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AY,46163,
2676,Starlink-1611 ,Starlink-1611 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AG,46147,
2677,Starlink-1612 ,Starlink-1612 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AZ,46164,
2678,Starlink-1613 ,Starlink-1613 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BA,46165,
2679,Starlink-1614 ,Starlink-1614 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057H,46124,
2680,Starlink-1615 ,Starlink-1615 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BB,46166,
2681,Starlink-1616 ,Starlink-1616 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AH,46148,
2682,Starlink-1617 ,Starlink-1617 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AB,46350,
2683,Starlink-1618 ,Starlink-1618 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057J,46125,
2684,Starlink-1619 ,Starlink-1619 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057K,46126,
2685,Starlink-1620 ,Starlink-1620 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AJ,46149,
2686,Starlink-1621 ,Starlink-1621 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057L,46127,
2687,Starlink-1622 ,Starlink-1622 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057M,46128,
2688,Starlink-1623 ,Starlink-1623 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057N,46129,
2689,Starlink-1624 ,Starlink-1624 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057P,46130,
2690,Starlink-1625 ,Starlink-1625 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057Q,46131,
2691,Starlink-1626 ,Starlink-1626 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BC,46167,
2692,Starlink-1627 ,Starlink-1627 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BD,46168,
2693,Starlink-1628 ,Starlink-1628 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BE,46169,
2694,Starlink-1629 ,Starlink-1629 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AK,46150,
2695,Starlink-1630 ,Starlink-1630 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057R,46132,
2696,Starlink-1631 ,Starlink-1631 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AL,46151,
2697,Starlink-1632 ,Starlink-1632 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BF,46170,
2698,Starlink-1633 ,Starlink-1633 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BG,46171,
2699,Starlink-1634 ,Starlink-1634 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AM,46152,
2700,Starlink-1635 ,Starlink-1635 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BH,46172,
2701,Starlink-1636 ,Starlink-1636 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AN,46153,
2702,Starlink-1637 ,Starlink-1637 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057S,46133,
2703,Starlink-1638 ,Starlink-1638 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057T,46134,
2704,Starlink-1639 ,Starlink-1639 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057U,46135,
2705,Starlink-1640 ,Starlink-1640 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BJ,46173,
2706,Starlink-1641 ,Starlink-1641 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057BK,46174,
2707,Starlink-1642 ,Starlink-1642 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AP,46154,
2708,Starlink-1643 ,Starlink-1643 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057V,46136,
2709,Starlink-1644 ,Starlink-1644 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070A,46532,
2710,Starlink-1646,Starlink-1646,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AC,46351,
2711,Starlink-1648 ,Starlink-1648 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070B,46533,
2712,Starlink-1649 ,Starlink-1649 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070W,46552,
2713,Starlink-1650 ,Starlink-1650 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AT,46573,
2714,Starlink-1651,Starlink-1651,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AT,46366,
2715,Starlink-1652,Starlink-1652,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AU,46367,
2716,Starlink-1653,Starlink-1653,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AD,46352,
2717,Starlink-1654 ,Starlink-1654 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062B,46326,
2718,Starlink-1656,Starlink-1656,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AE,46353,
2719,Starlink-1657,Starlink-1657,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AF,46354,
2720,Starlink-1658,Starlink-1658,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AV,46368,
2721,Starlink-1659 ,Starlink-1659 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070C,46534,
2722,Starlink-1660 ,Starlink-1660 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AU,46574,
2723,Starlink-1661,Starlink-1661,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AG,46355,
2724,Starlink-1662,Starlink-1662,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AW,46369,
2725,Starlink-1663 ,Starlink-1663 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070D,46535,
2726,Starlink-1664 ,Starlink-1664 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070X,46553,
2727,Starlink-1665,Starlink-1665,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AH,46356,
2728,Starlink-1666,Starlink-1666,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AJ,46357,
2729,Starlink-1667 ,Starlink-1667 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-08-18,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-057AQ,46155,
2730,Starlink-1668 ,Starlink-1668 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070E,46536,
2731,Starlink-1670,Starlink-1670,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AX,46370,
2732,Starlink-1671 ,Starlink-1671 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070Y,46554,
2733,Starlink-1672 ,Starlink-1672 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070F,46537,
2734,Starlink-1673,Starlink-1673,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062C,46326,
2735,Starlink-1674 ,Starlink-1674 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070Z,46555,
2736,Starlink-1675 ,Starlink-1675 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AV,46575,
2737,Starlink-1676 ,Starlink-1676 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AA,46556,
2738,Starlink-1677 ,Starlink-1677 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AW,46576,
2739,Starlink-1678 ,Starlink-1678 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070G,46538,
2740,Starlink-1679 ,Starlink-1679 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AB,46557,
2741,Starlink-1680 ,Starlink-1680 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AC,46558,
2742,Starlink-1681 ,Starlink-1681 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AD,46559,
2743,Starlink-1682 ,Starlink-1682 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AX,46577,
2744,Starlink-1683 ,Starlink-1683 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070AY,46578,
2745,Starlink-1684 ,Starlink-1684 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070H,46539,
2746,Starlink-1685 ,Starlink-1685 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070J,46540,
2747,Starlink-1686,Starlink-1686,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062D,46328,
2748,Starlink-1687 ,Starlink-1687 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,561,0.0009386959347245288,53.0,95.6,260.0,,,2020-10-06,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-070K,46541,
2749,Starlink-1688,Starlink-1688,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AY,46371,
2750,Starlink-1689,Starlink-1689,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AZ,46372,
2751,Starlink-1690,Starlink-1690,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062AK,46358,
2752,Starlink-1691 ,Starlink-1691 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548,551,0.00021677866897897247,53.0,95.6,260.0,,,2020-09-03,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-062BA,46373,
